Rank,URL,SourcePath,ContentDir,Total,Input,Output,Tested,Testable,Maybe,Error
1260,https://www.mongodb.com/docs/manual/reference/operator/query/text/,manual/manual/source/reference/operator/query/text.txt,manual,46,0,0,0,0,42,
1261,https://www.mongodb.com/docs/manual/reference/operator/query/type/,manual/manual/source/reference/operator/query/type.txt,manual,24,0,0,0,0,24,
1262,https://www.mongodb.com/docs/manual/reference/operator/query/where/,manual/manual/source/reference/operator/query/where.txt,manual,5,0,0,0,0,5,
1263,https://www.mongodb.com/docs/manual/reference/operator/update-array/,manual/manual/source/reference/operator/update-array.txt,manual,0,0,0,0,0,0,
1264,https://www.mongodb.com/docs/manual/reference/operator/update-bitwise/,manual/manual/source/reference/operator/update-bitwise.txt,manual,0,0,0,0,0,0,
1265,https://www.mongodb.com/docs/manual/reference/operator/update-field/,manual/manual/source/reference/operator/update-field.txt,manual,0,0,0,0,0,0,
1266,https://www.mongodb.com/docs/manual/reference/operator/update/addToSet/,manual/manual/source/reference/operator/update/addToSet.txt,manual,12,0,0,0,0,12,
1267,https://www.mongodb.com/docs/manual/reference/operator/update/bit/,manual/manual/source/reference/operator/update/bit.txt,manual,11,0,0,0,0,11,
1268,https://www.mongodb.com/docs/manual/reference/operator/update/currentDate/,manual/manual/source/reference/operator/update/currentDate.txt,manual,8,0,0,0,0,8,
1269,https://www.mongodb.com/docs/manual/reference/operator/update/each/,manual/manual/source/reference/operator/update/each.txt,manual,6,0,0,0,0,6,
1270,https://www.mongodb.com/docs/manual/reference/operator/update/inc/,manual/manual/source/reference/operator/update/inc.txt,manual,4,0,0,0,0,4,
1271,https://www.mongodb.com/docs/manual/reference/operator/update/max/,manual/manual/source/reference/operator/update/max.txt,manual,9,0,0,0,0,9,
1272,https://www.mongodb.com/docs/manual/reference/operator/update/min/,manual/manual/source/reference/operator/update/min.txt,manual,9,0,0,0,0,9,
1273,https://www.mongodb.com/docs/manual/reference/operator/update/mul/,manual/manual/source/reference/operator/update/mul.txt,manual,10,0,0,0,0,10,
1274,https://www.mongodb.com/docs/manual/reference/operator/update/pop/,manual/manual/source/reference/operator/update/pop.txt,manual,7,0,0,0,0,7,
1275,https://www.mongodb.com/docs/manual/reference/operator/update/position/,manual/manual/source/reference/operator/update/position.txt,manual,10,0,0,0,0,10,
1276,https://www.mongodb.com/docs/manual/reference/operator/update/positional-all/,manual/manual/source/reference/operator/update/positional-all.txt,manual,18,0,0,0,0,18,
1277,https://www.mongodb.com/docs/manual/reference/operator/update/positional-filtered/,manual/manual/source/reference/operator/update/positional-filtered.txt,manual,23,0,0,0,0,23,
1278,https://www.mongodb.com/docs/manual/reference/operator/update/positional/,manual/manual/source/reference/operator/update/positional.txt,manual,16,0,0,0,0,16,
1279,https://www.mongodb.com/docs/manual/reference/operator/update/pull/,manual/manual/source/reference/operator/update/pull.txt,manual,17,0,0,0,0,17,
1280,https://www.mongodb.com/docs/manual/reference/operator/update/pullAll/,manual/manual/source/reference/operator/update/pullAll.txt,manual,4,0,0,0,0,4,
1281,https://www.mongodb.com/docs/manual/reference/operator/update/push/,manual/manual/source/reference/operator/update/push.txt,manual,13,0,0,0,0,13,
1282,https://www.mongodb.com/docs/manual/reference/operator/update/rename/,manual/manual/source/reference/operator/update/rename.txt,manual,8,0,0,0,0,8,
1283,https://www.mongodb.com/docs/manual/reference/operator/update/set/,manual/manual/source/reference/operator/update/set.txt,manual,9,0,0,0,0,9,
1284,https://www.mongodb.com/docs/manual/reference/operator/update/setOnInsert/,manual/manual/source/reference/operator/update/setOnInsert.txt,manual,3,0,0,0,0,3,
1285,https://www.mongodb.com/docs/manual/reference/operator/update/slice/,manual/manual/source/reference/operator/update/slice.txt,manual,13,0,0,0,0,13,
1286,https://www.mongodb.com/docs/manual/reference/operator/update/sort/,manual/manual/source/reference/operator/update/sort.txt,manual,13,0,0,0,0,13,
1287,https://www.mongodb.com/docs/manual/reference/operator/update/unset/,manual/manual/source/reference/operator/update/unset.txt,manual,4,0,0,0,0,4,
1288,https://www.mongodb.com/docs/manual/reference/parameters/,manual/manual/source/reference/parameters.txt,manual,230,0,0,0,0,219,
1289,https://www.mongodb.com/docs/manual/reference/privilege-actions/,manual/manual/source/reference/privilege-actions.txt,manual,1,0,0,0,0,1,
1290,https://www.mongodb.com/docs/manual/reference/program/,manual/manual/source/reference/program.txt,manual,0,0,0,0,0,0,
1291,https://www.mongodb.com/docs/manual/reference/program/install_compass/,manual/manual/source/reference/program/install_compass.txt,manual,4,0,0,0,0,2,
1292,https://www.mongodb.com/docs/manual/reference/program/mongod.exe/,manual/manual/source/reference/program/mongod.exe.txt,manual,0,0,0,0,0,0,
1293,https://www.mongodb.com/docs/manual/reference/program/mongod/,manual/manual/source/reference/program/mongod.txt,manual,24,0,0,0,0,20,
1294,https://www.mongodb.com/docs/manual/reference/program/mongokerberos/,manual/manual/source/reference/program/mongokerberos.txt,manual,4,0,0,0,0,2,
1295,https://www.mongodb.com/docs/manual/reference/program/mongoldap/,manual/manual/source/reference/program/mongoldap.txt,manual,7,0,0,0,0,5,
1296,https://www.mongodb.com/docs/manual/reference/program/mongos.exe/,manual/manual/source/reference/program/mongos.exe.txt,manual,0,0,0,0,0,0,
1297,https://www.mongodb.com/docs/manual/reference/program/mongos/,manual/manual/source/reference/program/mongos.txt,manual,21,0,0,0,0,18,
1298,https://www.mongodb.com/docs/manual/reference/read-concern-available/,manual/manual/source/reference/read-concern-available.txt,manual,0,0,0,0,0,0,
1299,https://www.mongodb.com/docs/manual/reference/read-concern-linearizable/,manual/manual/source/reference/read-concern-linearizable.txt,manual,11,0,0,0,0,11,
1300,https://www.mongodb.com/docs/manual/reference/read-concern-local/,manual/manual/source/reference/read-concern-local.txt,manual,8,0,0,0,0,8,
1301,https://www.mongodb.com/docs/manual/reference/read-concern-majority/,manual/manual/source/reference/read-concern-majority.txt,manual,0,0,0,0,0,0,
1302,https://www.mongodb.com/docs/manual/reference/read-concern-snapshot/,manual/manual/source/reference/read-concern-snapshot.txt,manual,1,0,0,0,0,1,
1303,https://www.mongodb.com/docs/manual/reference/read-concern/,manual/manual/source/reference/read-concern.txt,manual,13,0,0,0,0,13,
1304,https://www.mongodb.com/docs/manual/reference/replica-configuration/,manual/manual/source/reference/replica-configuration.txt,manual,15,0,0,0,0,11,
1305,https://www.mongodb.com/docs/manual/reference/replica-set-protocol-versions/,manual/manual/source/reference/replica-set-protocol-versions.txt,manual,0,0,0,0,0,0,
1306,https://www.mongodb.com/docs/manual/reference/replica-states/,manual/manual/source/reference/replica-states.txt,manual,2,0,0,0,0,2,
1307,https://www.mongodb.com/docs/manual/reference/replication/,manual/manual/source/reference/replication.txt,manual,0,0,0,0,0,0,
1308,https://www.mongodb.com/docs/manual/reference/resource-document/,manual/manual/source/reference/resource-document.txt,manual,8,0,0,0,0,8,
1309,https://www.mongodb.com/docs/manual/reference/sbe/,manual/manual/source/reference/sbe.txt,manual,0,0,0,0,0,0,
1310,https://www.mongodb.com/docs/manual/reference/security/,manual/manual/source/reference/security.txt,manual,0,0,0,0,0,0,
1311,https://www.mongodb.com/docs/manual/reference/server-sessions/,manual/manual/source/reference/server-sessions.txt,manual,0,0,0,0,0,0,
1312,https://www.mongodb.com/docs/manual/reference/sharding/,manual/manual/source/reference/sharding.txt,manual,0,0,0,0,0,0,
1313,https://www.mongodb.com/docs/manual/reference/sql-aggregation-comparison/,manual/manual/source/reference/sql-aggregation-comparison.txt,manual,1,0,0,0,0,1,
1314,https://www.mongodb.com/docs/manual/reference/sql-comparison/,manual/manual/source/reference/sql-comparison.txt,manual,12,0,0,0,0,12,
1315,https://www.mongodb.com/docs/manual/reference/stable-api-changelog/,manual/manual/source/reference/stable-api-changelog.txt,manual,0,0,0,0,0,0,
1316,https://www.mongodb.com/docs/manual/reference/stable-api-reference/,manual/manual/source/reference/stable-api-reference.txt,manual,1,0,0,0,0,0,
1317,https://www.mongodb.com/docs/manual/reference/stable-api/,manual/manual/source/reference/stable-api.txt,manual,46,0,0,0,19,0,
1318,https://www.mongodb.com/docs/manual/reference/supported-shard-direct-commands/,manual/manual/source/reference/supported-shard-direct-commands.txt,manual,0,0,0,0,0,0,
1319,https://www.mongodb.com/docs/manual/reference/system-collections/,manual/manual/source/reference/system-collections.txt,manual,0,0,0,0,0,0,
1320,https://www.mongodb.com/docs/manual/reference/system-roles-collection/,manual/manual/source/reference/system-roles-collection.txt,manual,7,0,0,0,0,7,
1321,https://www.mongodb.com/docs/manual/reference/system-users-collection/,manual/manual/source/reference/system-users-collection.txt,manual,3,0,0,0,0,3,
1322,https://www.mongodb.com/docs/manual/reference/text-search-languages/,manual/manual/source/reference/text-search-languages.txt,manual,0,0,0,0,0,0,
1323,https://www.mongodb.com/docs/manual/reference/ulimit/,manual/manual/source/reference/ulimit.txt,manual,10,0,0,0,0,10,
1324,https://www.mongodb.com/docs/manual/reference/update-methods/,manual/manual/source/reference/update-methods.txt,manual,0,0,0,0,0,0,
1325,https://www.mongodb.com/docs/manual/reference/versioning/,manual/manual/source/reference/versioning.txt,manual,0,0,0,0,0,0,
1326,https://www.mongodb.com/docs/manual/reference/write-concern/,manual/manual/source/reference/write-concern.txt,manual,12,0,0,0,0,11,
1327,https://www.mongodb.com/docs/manual/reference/write-concern/write-lifecycle/,manual/manual/source/reference/write-concern/write-lifecycle.txt,manual,0,0,0,0,0,0,
1328,https://www.mongodb.com/docs/manual/release-notes/,manual/manual/source/release-notes.txt,manual,0,0,0,0,0,0,
1329,https://www.mongodb.com/docs/manual/release-notes/7.0-changelog/,manual/manual/source/release-notes/7.0-changelog.txt,manual,0,0,0,0,0,0,
1330,https://www.mongodb.com/docs/manual/release-notes/7.0-compatibility/,manual/manual/source/release-notes/7.0-compatibility.txt,manual,3,0,0,0,0,3,
1331,https://www.mongodb.com/docs/manual/release-notes/7.0-downgrade/,manual/manual/source/release-notes/7.0-downgrade.txt,manual,0,0,0,0,0,0,
1332,https://www.mongodb.com/docs/manual/release-notes/7.0-upgrade-replica-set/,manual/manual/source/release-notes/7.0-upgrade-replica-set.txt,manual,5,0,0,0,0,5,
1333,https://www.mongodb.com/docs/manual/release-notes/7.0-upgrade-sharded-cluster/,manual/manual/source/release-notes/7.0-upgrade-sharded-cluster.txt,manual,22,0,0,0,0,18,
1334,https://www.mongodb.com/docs/manual/release-notes/7.0-upgrade-standalone/,manual/manual/source/release-notes/7.0-upgrade-standalone.txt,manual,6,0,0,0,0,6,
1335,https://www.mongodb.com/docs/manual/release-notes/7.0-upgrade/,manual/manual/source/release-notes/7.0-upgrade.txt,manual,0,0,0,0,0,0,
1336,https://www.mongodb.com/docs/manual/release-notes/7.0/,manual/manual/source/release-notes/7.0.txt,manual,2,0,0,0,0,1,
1337,https://www.mongodb.com/docs/manual/release-notes/8.0-changelog/,manual/manual/source/release-notes/8.0-changelog.txt,manual,0,0,0,0,0,0,
1338,https://www.mongodb.com/docs/manual/release-notes/8.0-compatibility/,manual/manual/source/release-notes/8.0-compatibility.txt,manual,3,0,0,0,0,2,
1339,https://www.mongodb.com/docs/manual/release-notes/8.0-downgrade/,manual/manual/source/release-notes/8.0-downgrade.txt,manual,0,0,0,0,0,0,
1340,https://www.mongodb.com/docs/manual/release-notes/8.0-upgrade-replica-set/,manual/manual/source/release-notes/8.0-upgrade-replica-set.txt,manual,6,0,0,0,0,6,
1341,https://www.mongodb.com/docs/manual/release-notes/8.0-upgrade-sharded-cluster/,manual/manual/source/release-notes/8.0-upgrade-sharded-cluster.txt,manual,23,0,0,0,0,19,
1342,https://www.mongodb.com/docs/manual/release-notes/8.0-upgrade-standalone/,manual/manual/source/release-notes/8.0-upgrade-standalone.txt,manual,6,0,0,0,0,6,
1343,https://www.mongodb.com/docs/manual/release-notes/8.0-upgrade/,manual/manual/source/release-notes/8.0-upgrade.txt,manual,0,0,0,0,0,0,
1344,https://www.mongodb.com/docs/manual/release-notes/8.0/,manual/manual/source/release-notes/8.0.txt,manual,1,0,0,0,0,1,
1345,https://www.mongodb.com/docs/manual/release-notes/8.2-changelog/,manual/manual/source/release-notes/8.2-changelog.txt,manual,0,0,0,0,0,0,
1346,https://www.mongodb.com/docs/manual/release-notes/8.2-compatibility/,manual/manual/source/release-notes/8.2-compatibility.txt,manual,0,0,0,0,0,0,
1347,https://www.mongodb.com/docs/manual/release-notes/8.2-downgrade/,manual/manual/source/release-notes/8.2-downgrade.txt,manual,0,0,0,0,0,0,
1348,https://www.mongodb.com/docs/manual/release-notes/8.2-upgrade-replica-set/,manual/manual/source/release-notes/8.2-upgrade-replica-set.txt,manual,6,0,0,0,0,6,
1349,https://www.mongodb.com/docs/manual/release-notes/8.2-upgrade-sharded-cluster/,manual/manual/source/release-notes/8.2-upgrade-sharded-cluster.txt,manual,23,0,0,0,0,19,
1350,https://www.mongodb.com/docs/manual/release-notes/8.2-upgrade-standalone/,manual/manual/source/release-notes/8.2-upgrade-standalone.txt,manual,6,0,0,0,0,6,
1351,https://www.mongodb.com/docs/manual/release-notes/8.2-upgrade/,manual/manual/source/release-notes/8.2-upgrade.txt,manual,0,0,0,0,0,0,
1352,https://www.mongodb.com/docs/manual/release-notes/8.2/,manual/manual/source/release-notes/8.2.txt,manual,1,0,0,0,0,1,
1353,https://www.mongodb.com/docs/manual/release-notes/drivers-write-concern/,manual/manual/source/release-notes/drivers-write-concern.txt,manual,0,0,0,0,0,0,
1354,https://www.mongodb.com/docs/manual/replication/,manual/manual/source/replication.txt,manual,12,0,0,0,0,12,
1355,https://www.mongodb.com/docs/manual/security/,manual/manual/source/security.txt,manual,0,0,0,0,0,0,
1356,https://www.mongodb.com/docs/manual/self-managed-deployments/,manual/manual/source/self-managed-deployments.txt,manual,0,0,0,0,0,0,
1357,https://www.mongodb.com/docs/manual/sharding/,manual/manual/source/sharding.txt,manual,9,0,0,0,0,8,
1358,https://www.mongodb.com/docs/manual/storage/,manual/manual/source/storage.txt,manual,0,0,0,0,0,0,
1359,https://www.mongodb.com/docs/manual/support/,manual/manual/source/support.txt,manual,0,0,0,0,0,0,
1360,https://www.mongodb.com/docs/manual/text-search/,manual/manual/source/text-search.txt,manual,0,0,0,0,0,0,
1361,https://www.mongodb.com/docs/manual/tutorial/,manual/manual/source/tutorial.txt,manual,0,0,0,0,0,0,
1362,https://www.mongodb.com/docs/manual/tutorial/add-member-to-shard/,manual/manual/source/tutorial/add-member-to-shard.txt,manual,6,0,0,0,0,6,
1363,https://www.mongodb.com/docs/manual/tutorial/add-replica-set-arbiter/,manual/manual/source/tutorial/add-replica-set-arbiter.txt,manual,5,0,0,0,0,3,
1364,https://www.mongodb.com/docs/manual/tutorial/add-shards-to-shard-cluster/,manual/manual/source/tutorial/add-shards-to-shard-cluster.txt,manual,2,0,0,0,0,2,
1365,https://www.mongodb.com/docs/manual/tutorial/adjust-replica-set-member-priority/,manual/manual/source/tutorial/adjust-replica-set-member-priority.txt,manual,3,0,0,0,0,3,
1366,https://www.mongodb.com/docs/manual/tutorial/aggregation-complete-examples/,manual/manual/source/tutorial/aggregation-complete-examples.txt,manual,0,0,0,0,0,0,
1367,https://www.mongodb.com/docs/manual/tutorial/aggregation-examples/filtered-subset/,manual/manual/source/tutorial/aggregation-examples/filtered-subset.txt,manual,122,0,0,44,43,8,
1368,https://www.mongodb.com/docs/manual/tutorial/aggregation-examples/group-and-total/,manual/manual/source/tutorial/aggregation-examples/group-and-total.txt,manual,145,0,0,52,51,8,
1369,https://www.mongodb.com/docs/manual/tutorial/aggregation-examples/multi-field-join/,manual/manual/source/tutorial/aggregation-examples/multi-field-join.txt,manual,144,0,0,55,52,8,
1370,https://www.mongodb.com/docs/manual/tutorial/aggregation-examples/one-to-one-join/,manual/manual/source/tutorial/aggregation-examples/one-to-one-join.txt,manual,122,0,0,43,42,8,
1371,https://www.mongodb.com/docs/manual/tutorial/aggregation-examples/unpack-arrays/,manual/manual/source/tutorial/aggregation-examples/unpack-arrays.txt,manual,133,0,0,47,46,8,
1372,https://www.mongodb.com/docs/manual/tutorial/analyze-query-plan/,manual/manual/source/tutorial/analyze-query-plan.txt,manual,17,0,0,0,17,0,
1373,https://www.mongodb.com/docs/manual/tutorial/authenticate-a-user/,manual/manual/source/tutorial/authenticate-a-user.txt,manual,3,0,0,0,0,3,
1374,https://www.mongodb.com/docs/manual/tutorial/authenticate-nativeldap-activedirectory/,manual/manual/source/tutorial/authenticate-nativeldap-activedirectory.txt,manual,14,0,0,0,0,8,
1375,https://www.mongodb.com/docs/manual/tutorial/backup-and-restore-tools/,manual/manual/source/tutorial/backup-and-restore-tools.txt,manual,11,0,0,0,0,10,
1376,https://www.mongodb.com/docs/manual/tutorial/backup-sharded-cluster-metadata/,manual/manual/source/tutorial/backup-sharded-cluster-metadata.txt,manual,0,0,0,0,0,0,
1377,https://www.mongodb.com/docs/manual/tutorial/backup-sharded-cluster-with-database-dumps/,manual/manual/source/tutorial/backup-sharded-cluster-with-database-dumps.txt,manual,13,3,3,0,0,11,
1378,https://www.mongodb.com/docs/manual/tutorial/backup-sharded-cluster-with-filesystem-snapshots/,manual/manual/source/tutorial/backup-sharded-cluster-with-filesystem-snapshots.txt,manual,13,3,3,0,0,11,
1379,https://www.mongodb.com/docs/manual/tutorial/backup-with-filesystem-snapshots/,manual/manual/source/tutorial/backup-with-filesystem-snapshots.txt,manual,9,0,0,0,0,9,
1380,https://www.mongodb.com/docs/manual/tutorial/build-indexes-on-replica-sets/,manual/manual/source/tutorial/build-indexes-on-replica-sets.txt,manual,9,0,0,0,0,7,
1381,https://www.mongodb.com/docs/manual/tutorial/build-indexes-on-sharded-clusters/,manual/manual/source/tutorial/build-indexes-on-sharded-clusters.txt,manual,14,1,1,0,0,12,
1382,https://www.mongodb.com/docs/manual/tutorial/change-hostnames-in-a-replica-set/,manual/manual/source/tutorial/change-hostnames-in-a-replica-set.txt,manual,20,0,0,0,0,20,
1383,https://www.mongodb.com/docs/manual/tutorial/change-oplog-size/,manual/manual/source/tutorial/change-oplog-size.txt,manual,4,0,0,0,0,4,
1384,https://www.mongodb.com/docs/manual/tutorial/change-own-password-and-custom-data/,manual/manual/source/tutorial/change-own-password-and-custom-data.txt,manual,8,0,0,0,0,8,
1385,https://www.mongodb.com/docs/manual/tutorial/change-replica-set-wiredtiger/,manual/manual/source/tutorial/change-replica-set-wiredtiger.txt,manual,4,0,0,0,0,4,
1386,https://www.mongodb.com/docs/manual/tutorial/change-sharded-cluster-wiredtiger/,manual/manual/source/tutorial/change-sharded-cluster-wiredtiger.txt,manual,12,0,0,0,0,12,
1387,https://www.mongodb.com/docs/manual/tutorial/change-standalone-wiredtiger/,manual/manual/source/tutorial/change-standalone-wiredtiger.txt,manual,3,0,0,0,0,3,
1388,https://www.mongodb.com/docs/manual/tutorial/clear-jumbo-flag/,manual/manual/source/tutorial/clear-jumbo-flag.txt,manual,11,0,0,0,0,8,
1389,https://www.mongodb.com/docs/manual/tutorial/configure-a-delayed-replica-set-member/,manual/manual/source/tutorial/configure-a-delayed-replica-set-member.txt,manual,1,0,0,0,0,1,
1390,https://www.mongodb.com/docs/manual/tutorial/configure-a-hidden-replica-set-member/,manual/manual/source/tutorial/configure-a-hidden-replica-set-member.txt,manual,2,0,0,0,0,2,
1391,https://www.mongodb.com/docs/manual/tutorial/configure-a-non-voting-replica-set-member/,manual/manual/source/tutorial/configure-a-non-voting-replica-set-member.txt,manual,4,0,0,0,0,4,
1392,https://www.mongodb.com/docs/manual/tutorial/configure-audit-filters/,manual/manual/source/tutorial/configure-audit-filters.txt,manual,24,0,0,0,0,16,
1393,https://www.mongodb.com/docs/manual/tutorial/configure-auditing/,manual/manual/source/tutorial/configure-auditing.txt,manual,11,0,0,0,0,6,
1394,https://www.mongodb.com/docs/manual/tutorial/configure-encryption/,manual/manual/source/tutorial/configure-encryption.txt,manual,7,0,0,0,0,5,
1395,https://www.mongodb.com/docs/manual/tutorial/configure-fips/,manual/manual/source/tutorial/configure-fips.txt,manual,9,0,0,0,0,8,
1396,https://www.mongodb.com/docs/manual/tutorial/configure-ldap-sasl-activedirectory/,manual/manual/source/tutorial/configure-ldap-sasl-activedirectory.txt,manual,15,0,0,0,0,8,
1397,https://www.mongodb.com/docs/manual/tutorial/configure-ldap-sasl-openldap/,manual/manual/source/tutorial/configure-ldap-sasl-openldap.txt,manual,13,0,0,0,0,5,
1398,https://www.mongodb.com/docs/manual/tutorial/configure-linux-iptables-firewall/,manual/manual/source/tutorial/configure-linux-iptables-firewall.txt,manual,12,0,0,0,0,12,
1399,https://www.mongodb.com/docs/manual/tutorial/configure-rate-limiter/,manual/manual/source/tutorial/configure-rate-limiter.txt,manual,2,0,0,0,0,2,
1400,https://www.mongodb.com/docs/manual/tutorial/configure-replica-set-secondary-sync-target/,manual/manual/source/tutorial/configure-replica-set-secondary-sync-target.txt,manual,2,0,0,0,0,2,
1401,https://www.mongodb.com/docs/manual/tutorial/configure-replica-set-tag-sets/,manual/manual/source/tutorial/configure-replica-set-tag-sets.txt,manual,10,0,0,0,0,10,
1402,https://www.mongodb.com/docs/manual/tutorial/configure-scram-client-authentication/,manual/manual/source/tutorial/configure-scram-client-authentication.txt,manual,9,0,0,0,0,9,
1403,https://www.mongodb.com/docs/manual/tutorial/configure-secondary-only-replica-set-member/,manual/manual/source/tutorial/configure-secondary-only-replica-set-member.txt,manual,3,0,0,0,0,3,
1404,https://www.mongodb.com/docs/manual/tutorial/configure-ssl-clients/,manual/manual/source/tutorial/configure-ssl-clients.txt,manual,18,0,0,0,0,17,
1405,https://www.mongodb.com/docs/manual/tutorial/configure-ssl/,manual/manual/source/tutorial/configure-ssl.txt,manual,39,0,0,0,0,19,
1406,https://www.mongodb.com/docs/manual/tutorial/configure-windows-netsh-firewall/,manual/manual/source/tutorial/configure-windows-netsh-firewall.txt,manual,13,0,0,0,0,0,
1407,https://www.mongodb.com/docs/manual/tutorial/configure-x509-client-authentication/,manual/manual/source/tutorial/configure-x509-client-authentication.txt,manual,10,0,0,0,0,9,
1408,https://www.mongodb.com/docs/manual/tutorial/configure-x509-member-authentication/,manual/manual/source/tutorial/configure-x509-member-authentication.txt,manual,27,0,0,0,0,17,
1409,https://www.mongodb.com/docs/manual/tutorial/connection-pool-performance-tuning/,manual/manual/source/tutorial/connection-pool-performance-tuning.txt,manual,0,0,0,0,0,0,
1410,https://www.mongodb.com/docs/manual/tutorial/control-access-to-mongodb-windows-with-kerberos-authentication/,manual/manual/source/tutorial/control-access-to-mongodb-windows-with-kerberos-authentication.txt,manual,11,0,0,0,0,11,
1411,https://www.mongodb.com/docs/manual/tutorial/control-access-to-mongodb-with-kerberos-authentication/,manual/manual/source/tutorial/control-access-to-mongodb-with-kerberos-authentication.txt,manual,20,0,0,0,0,18,
1412,https://www.mongodb.com/docs/manual/tutorial/convert-command-line-options-to-yaml/,manual/manual/source/tutorial/convert-command-line-options-to-yaml.txt,manual,6,0,0,0,0,4,
1413,https://www.mongodb.com/docs/manual/tutorial/convert-replica-set-to-embedded-config-server/,manual/manual/source/tutorial/convert-replica-set-to-embedded-config-server.txt,manual,4,0,0,0,0,4,
1414,https://www.mongodb.com/docs/manual/tutorial/convert-replica-set-to-replicated-shard-cluster/,manual/manual/source/tutorial/convert-replica-set-to-replicated-shard-cluster.txt,manual,55,0,0,0,0,42,
1415,https://www.mongodb.com/docs/manual/tutorial/convert-secondary-into-arbiter/,manual/manual/source/tutorial/convert-secondary-into-arbiter.txt,manual,16,0,0,0,0,16,
1416,https://www.mongodb.com/docs/manual/tutorial/convert-sharded-cluster-to-replica-set/,manual/manual/source/tutorial/convert-sharded-cluster-to-replica-set.txt,manual,9,0,0,0,0,9,
1417,https://www.mongodb.com/docs/manual/tutorial/convert-standalone-to-replica-set/,manual/manual/source/tutorial/convert-standalone-to-replica-set.txt,manual,11,0,0,0,0,5,
1418,https://www.mongodb.com/docs/manual/tutorial/create-a-vulnerability-report/,manual/manual/source/tutorial/create-a-vulnerability-report.txt,manual,0,0,0,0,0,0,
1419,https://www.mongodb.com/docs/manual/tutorial/create-chunks-in-sharded-cluster/,manual/manual/source/tutorial/create-chunks-in-sharded-cluster.txt,manual,3,0,0,0,0,3,
1420,https://www.mongodb.com/docs/manual/tutorial/create-queries-that-ensure-selectivity/,manual/manual/source/tutorial/create-queries-that-ensure-selectivity.txt,manual,3,0,0,0,0,3,
1421,https://www.mongodb.com/docs/manual/tutorial/create-users/,manual/manual/source/tutorial/create-users.txt,manual,12,0,0,0,0,12,
1422,https://www.mongodb.com/docs/manual/tutorial/deploy-geographically-distributed-replica-set/,manual/manual/source/tutorial/deploy-geographically-distributed-replica-set.txt,manual,10,0,0,0,0,7,
1423,https://www.mongodb.com/docs/manual/tutorial/deploy-replica-set-for-testing/,manual/manual/source/tutorial/deploy-replica-set-for-testing.txt,manual,11,0,0,0,0,8,
1424,https://www.mongodb.com/docs/manual/tutorial/deploy-replica-set-with-keyfile-access-control/,manual/manual/source/tutorial/deploy-replica-set-with-keyfile-access-control.txt,manual,11,0,0,0,0,10,
1425,https://www.mongodb.com/docs/manual/tutorial/deploy-replica-set/,manual/manual/source/tutorial/deploy-replica-set.txt,manual,9,0,0,0,0,6,
1426,https://www.mongodb.com/docs/manual/tutorial/deploy-shard-cluster/,manual/manual/source/tutorial/deploy-shard-cluster.txt,manual,17,0,0,0,0,14,
1427,https://www.mongodb.com/docs/manual/tutorial/deploy-sharded-cluster-with-keyfile-access-control/,manual/manual/source/tutorial/deploy-sharded-cluster-with-keyfile-access-control.txt,manual,21,0,0,0,0,18,
1428,https://www.mongodb.com/docs/manual/tutorial/develop-mongodb-locally-with-tls/,manual/manual/source/tutorial/develop-mongodb-locally-with-tls.txt,manual,6,0,0,0,0,2,
1429,https://www.mongodb.com/docs/manual/tutorial/disable-transparent-huge-pages/,manual/manual/source/tutorial/disable-transparent-huge-pages.txt,manual,20,0,0,0,0,18,
1430,https://www.mongodb.com/docs/manual/tutorial/drop-a-hashed-shard-key-index/,manual/manual/source/tutorial/drop-a-hashed-shard-key-index.txt,manual,5,0,0,0,0,4,
1431,https://www.mongodb.com/docs/manual/tutorial/enable-authentication/,manual/manual/source/tutorial/enable-authentication.txt,manual,0,0,0,0,0,0,
1432,https://www.mongodb.com/docs/manual/tutorial/enforce-keyfile-access-control-in-existing-replica-set-without-downtime/,manual/manual/source/tutorial/enforce-keyfile-access-control-in-existing-replica-set-without-downtime.txt,manual,12,0,0,0,0,10,
1433,https://www.mongodb.com/docs/manual/tutorial/enforce-keyfile-access-control-in-existing-replica-set/,manual/manual/source/tutorial/enforce-keyfile-access-control-in-existing-replica-set.txt,manual,1,0,0,0,0,1,
1434,https://www.mongodb.com/docs/manual/tutorial/enforce-keyfile-access-control-in-existing-sharded-cluster-no-downtime/,manual/manual/source/tutorial/enforce-keyfile-access-control-in-existing-sharded-cluster-no-downtime.txt,manual,20,0,0,0,0,16,
1435,https://www.mongodb.com/docs/manual/tutorial/enforce-keyfile-access-control-in-existing-sharded-cluster/,manual/manual/source/tutorial/enforce-keyfile-access-control-in-existing-sharded-cluster.txt,manual,18,0,0,0,0,15,
1436,https://www.mongodb.com/docs/manual/tutorial/equality-sort-range-guideline/,manual/manual/source/tutorial/equality-sort-range-guideline.txt,manual,6,0,0,0,0,6,
1437,https://www.mongodb.com/docs/manual/tutorial/evaluate-operation-performance/,manual/manual/source/tutorial/evaluate-operation-performance.txt,manual,0,0,0,0,0,0,
1438,https://www.mongodb.com/docs/manual/tutorial/expand-replica-set/,manual/manual/source/tutorial/expand-replica-set.txt,manual,5,0,0,0,0,3,
1439,https://www.mongodb.com/docs/manual/tutorial/expire-data/,manual/manual/source/tutorial/expire-data.txt,manual,12,0,0,0,0,9,
